id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1604625024857489408	1604625024857489408	2022-12-18 23:49:53 UTC	2022-12-18	23:49:53	+0000	2456274469	bbytriceratops	ᴘɪᴅɪ 🐰🐹🍬		Pas 2-2 semalem tuh gue stop nonton karena keinget dulu Argentina vs Germany di final pildun yg nyeseknya pooooool 😭😭 Alhamdulillah emang taun ini rejekinya Argentina akhirnyaaaaa!!!! G.O.A.T 🇦🇷	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/bbytriceratops/status/1604625024857489408	False		0								[]				
1604624777775558656	1604624777775558656	2022-12-18 23:48:54 UTC	2022-12-18	23:48:54	+0000	1148946055234330624	alfiegoo	pengendaliapi		tapi gabisa boong prancis bener bener ngasih perlawanan layaknya mantan juara dunia banget sihh rispek buat raul lemos😇 mbappe gilaa banget umur 23 jadi manusia yang cetak hattrick di final pildun ajg	in	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/alfiegoo/status/1604624777775558656	False		0								[]				
1604624399512240128	1604624399512240128	2022-12-18 23:47:23 UTC	2022-12-18	23:47:23	+0000	1489261460664774656	oyasummeeeee	April		Mbappe umur 23 ngegolin di final pildun Saya umur 23 makan indomi 2 bungkus, duduk depan laptop dan grinding game dari jam 10 malem sampai jam 5 subuh 💀💀💀	in	[]	[]	[]	3	0	5	[]	[]	https://twitter.com/oyasummeeeee/status/1604624399512240128	False		0								[]				
1604624058314031104	1604624058314031104	2022-12-18 23:46:02 UTC	2022-12-18	23:46:02	+0000	85537477	bolanet	Bola		Momen-momen Menarik Argentina vs Prancis di Final Piala Dunia 2022: Triple Nutmeg Di Maria, Messi Kecup Trofi Pildun  https://t.co/ZF8I7kolVj	in	[]	['http://dlvr.it/SfZmgh']	[]	1	1	8	[]	[]	https://twitter.com/Bolanet/status/1604624058314031104	False		0								[]				
1604624055507619840	1604539501258215425	2022-12-18 23:46:01 UTC	2022-12-18	23:46:01	+0000	1680651889	mohammadfauzybo	pengagum fahri skroep		@SiaranBolaLive mbape dh pernah juara dunia tgl ucl ma piala eropa sih. usia muda 2x final pildun di era modern sgt wow bgt.	in	[]	[]	[]	0	0	2	[]	[]	https://twitter.com/mohammadfauzybo/status/1604624055507619840	False		0								[{'screen_name': 'SiaranBolaLive', 'name': 'Siaran Bola Live', 'id': '756534156'}]				
1604624040953466880	1604623370233925632	2022-12-18 23:45:58 UTC	2022-12-18	23:45:58	+0000	224573324	chideesi	Desi Puji Lestari Sobandie		Adu penalti di final piala dunia terakhir kali pada saat final pildun 2006 Prancis vs Italia, Italia yang menang hahahahaha  Bravo bravo Argentina, selamat Messi	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Chideesi/status/1604624040953466880	False		0								[]				
1604624008896344064	1604624008896344064	2022-12-18 23:45:50 UTC	2022-12-18	23:45:50	+0000	157659506	pakeqi	ayasha ranu		Literally snapgram isinya final pildun semua 😂	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/pakeqi/status/1604624008896344064	False		0								[]				
1604623832051875841	1604623370233925632	2022-12-18 23:45:08 UTC	2022-12-18	23:45:08	+0000	224573324	chideesi	Desi Puji Lestari Sobandie		"yang berhasil mengalahkan Jerman, pildun 2002 final antara negara Benua Amerika dan Eropa. Sama kaya piala dunia 2022 sekarang, final antara negara Benua Eropa &amp; Benua Amerika tuan rumahnya juga sama negara Asia “Qatar"""	in	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/Chideesi/status/1604623832051875841	False		0								[]				
1604623617668501505	1604623617668501505	2022-12-18 23:44:17 UTC	2022-12-18	23:44:17	+0000	1289160882774093826	hijauubiru	aksa		ihh yedam ni pasti pasti pasti bgt nonton final pildun, sblm final update story wv lg mau nobar pildun bareng hyunsuk walau timnnya hyunsuk ga masuk final, trs pas Argentina menang, ni anak pasti spam sm heboh di wv ((hrsnya gini yah klo ga keluar wrwr))   https://t.co/GMdz37hFsh	in	[]	[]	[]	0	1	11	[]	[]	https://twitter.com/hijauubiru/status/1604623617668501505	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1411697456320958473/pu/img/gGZXSjwxCG6SFrt4.jpg							[]				
1604622438897438720	1604622438897438720	2022-12-18 23:39:36 UTC	2022-12-18	23:39:36	+0000	1599048719088787456	0ldloves	jelita chuwy☆		lucu banget yang pada excited nontonin final pildun, ak jadi kangen pas awal suka persebaya😔	in	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/0ldloves/status/1604622438897438720	False		0								[]				
1604622348384342016	1604622348384342016	2022-12-18 23:39:14 UTC	2022-12-18	23:39:14	+0000	1305467597555556354	_zzzzee	Bae Iren 배 아이렌		[WHEN @A_ZeeJKT48 MENGAWAL FINAL PILDUN ⚽🌍]  dikarenakan bocil nub semalem bawel bgt mari kita abadikan menjadi kongten ygy WKWK 🙈🙏🏻🫶🏻  jd member terbawel gasi ni bocil? 🤣  cr: ig mama @raninyafadli &amp; twitter @A_ZeeJKT48  https://t.co/R1T3yuQaW5	in	[{'screen_name': 'a_zeejkt48', 'name': 'azizi asadel', 'id': '1051522644988686341'}, {'screen_name': 'a_zeejkt48', 'name': 'azizi asadel', 'id': '1051522644988686341'}]	[]	[]	1	1	19	[]	[]	https://twitter.com/_zzzzee/status/1604622348384342016	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1604622197141577728/pu/img/l1SXMvE_NQJfNpux.jpg							[]				
1604622308458434560	1604622308458434560	2022-12-18 23:39:05 UTC	2022-12-18	23:39:05	+0000	1264210472	zahrapaulia	Zahra Putri Aulia		Kirain pildun tahun ini flop soalnya awal2 sepi dan dikit bgt yg bahas wkwk sampe perempat final aja kayak masih sepi bgt. Bahkan kmrn match croatia morocco aja sepi bgt. Makanya kaget bgt ini bangun tidur buka semua sosmed auto rame mbappe dan messi semua wkwkw	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/zahrapaulia/status/1604622308458434560	False		0								[]				
1604621805150691328	1604520837259792384	2022-12-18 23:37:05 UTC	2022-12-18	23:37:05	+0000	890518417760899074	diamond__5ky	the strongest stone		@imajingki289 Aku ga ngikutin bola sih cuma jadi nonton bbrp krn pildun ini. Cm semalem menghibur, bikin penonton deg deg an 🤣 pada akhirnya pertandingan soal mental juga. Menurutku siapa yg mentalnya lbh kuat dan siap utk jd juara. Krn yakin semua di final ini uda best of the best	in	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/diamond__5ky/status/1604621805150691328	False		0								[{'screen_name': 'imajingki289', 'name': '임마💎', 'id': '1430335984189657089'}]				
1604621290387578880	1604621290387578880	2022-12-18 23:35:02 UTC	2022-12-18	23:35:02	+0000	1588455365946920960	motor_itang	motor_itang		“ Antusias nobar Final Pildun 2022 padati kawasan mega mas dan team mengantisipasi konvoi yang anarkis“  Warta manado Senin, 19-12-2022 Gagak Hitam team Bravo Kateam Aipda Jusak Panambunan  #callcenter112 #brentiJoBaTrosol #poskopresisi #polrestamanado #divisihumaspolri  https://t.co/NXMPMfuzbu	in	[]	[]	[]	0	0	0	['callcenter112', 'brentijobatrosol', 'poskopresisi', 'polrestamanado', 'divisihumaspolri']	[]	https://twitter.com/motor_itang/status/1604621290387578880	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1604621210993582082/pu/img/2x9vE2TACKo73lvM.jpg							[]				
1604620779244908544	1604620779244908544	2022-12-18 23:33:00 UTC	2022-12-18	23:33:00	+0000	1110918237607231488	ndapaapa	😗🤟🏻		Aku yg gak nonton final pildun:  https://t.co/hm2gy7NNV8	in	[]	[]	['https://pbs.twimg.com/media/FkTCF0jacAAfJ__.jpg']	0	0	1	[]	[]	https://twitter.com/ndapaapa/status/1604620779244908544	False		1	https://pbs.twimg.com/media/FkTCF0jacAAfJ__.jpg							[]				
1604620639452569600	1604522956645814272	2022-12-18 23:32:27 UTC	2022-12-18	23:32:27	+0000	1545320260508651521	honglah_	notfound		@sukafishroll final pildun tadi malemm 😊😊	et	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/honglah_/status/1604620639452569600	False		0								[{'screen_name': 'sukafishroll', 'name': 'septi', 'id': '1473943092214452225'}]				
1604620397260832768	1604620397260832768	2022-12-18 23:31:29 UTC	2022-12-18	23:31:29	+0000	1076822024549351424	aristolgiovanni	GIOGOLO		Hadiah dari FIFA untuk messi, dari semi-final udh mikir pasti argentina yg juara karena pildun terakhir messi	in	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/AristolGiovanni/status/1604620397260832768	False		0								[]				
1604620188459995136	1604542494313586688	2022-12-18 23:30:39 UTC	2022-12-18	23:30:39	+0000	13814002	noahmrs30	ノア 𝑳𝒓𝒔30		@idextratime Terserah intinya Dia sdh punya satu trophy Pildun + Hattrick di Final Pildun yg tidak akan pernah terjadi buat Bang Do bahkan Messi..	in	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/noahmrs30/status/1604620188459995136	False		0								[{'screen_name': 'idextratime', 'name': 'Extra Time Indonesia', 'id': '1222927522033094656'}]				
1604619797899055105	1604619797899055105	2022-12-18 23:29:06 UTC	2022-12-18	23:29:06	+0000	1599368647289339906	abiesheka	duarrr massa - massa katrol		"Alasan knp pildun taun ini kurang seru :""( - final byk penalty 😭 - gada bg kante - UAS EEK HARUS BLJR :"")  - masih meng-AMBIS SPEEDRUN CP TO GRANDMASTER AAMIIN YA ALLAH BISA CEPAT TERCAPAI  Alasan seru - messi namatin worldcup - msh byk chance buat mbappe"	in	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/abiesheka/status/1604619797899055105	False		0								[]				
1604619284688171009	1604619284688171009	2022-12-18 23:27:04 UTC	2022-12-18	23:27:04	+0000	177422733	nonalignedcffee	Ta		Dah feeling argentina yg menangin pildun ,soalnya sekelas messi yg blm kecapai jadi juara di pildun doang kyknya + ambis mau cetak sejarah juga karena udh 36 thn argentina blm sampai final..cmiiw	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/nonalignedcffee/status/1604619284688171009	False		0								[]				
1604619053368512513	1604619053368512513	2022-12-18 23:26:09 UTC	2022-12-18	23:26:09	+0000	1601967498173485056	widiiiwwwi	bulubulu		Harusnya ga kaget sih ya wkwk selamat Argentina 🎆 Pildun 2022 Mantap la!! Awalnya mantengin karena Jungkook @BTS_twt bawain lagu di opening ceremony, lalu ikut nungguin timnya Oppa Son main dan mantengin tim anak2 umi karna selalu lewat fyp toktok eh malah nonton sampe final 😅  https://t.co/DL1LtrmxNF	in	[{'screen_name': 'bts_twt', 'name': '방탄소년단', 'id': '335141638'}]	[]	['https://pbs.twimg.com/media/FkTAhiLaUAASoX0.jpg']	0	0	0	[]	[]	https://twitter.com/widiiiwwwi/status/1604619053368512513	False		1	https://pbs.twimg.com/media/FkTAhiLaUAASoX0.jpg							[]				
1604618532943450112	1604618532943450112	2022-12-18 23:24:05 UTC	2022-12-18	23:24:05	+0000	1083928021105405952	jo2first	Joy D. Prata		langsung turu ketika gempuran nobar final pildun adalah saya kkkkk fisik n mental ku gakuat wesan apalagi final tangi2 kenyang berita pessi angkat trofii	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Jo2first/status/1604618532943450112	False		0								[]				
1604618123386441728	1604539604178071554	2022-12-18 23:22:27 UTC	2022-12-18	23:22:27	+0000	2823550740	ianfalah	:(:		@Dennysiregar7 Sok2an tweet tidur jam segitu biar disangka abis nonton final pildun, pdhl mah kebangun sama tetangga yg teriak2	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/IanFalah/status/1604618123386441728	False		0								[{'screen_name': 'Dennysiregar7', 'name': 'Denny Siregar', 'id': '4780649298'}]				
1604617964019666946	1604612571587571712	2022-12-18 23:21:49 UTC	2022-12-18	23:21:49	+0000	924803228264382464	mugiwarqa	DAPA S.Pi		@Askrlfess Ya namanya juga lagi jamannya pildun apalagi final, wajar aja sih	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/mugiwarqa/status/1604617964019666946	False		0								[{'screen_name': 'Askrlfess', 'name': 'Askrlfess', 'id': '1197225394866282496'}]				
1604617958529302528	1604538264924262405	2022-12-18 23:21:48 UTC	2022-12-18	23:21:48	+0000	832540513991397376	anakceopickaw	akun freetag 24/7		@convomfs 10/10 sih asili ini final pildun terseru yang gue tonton wkwkkw	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/anakceopickaw/status/1604617958529302528	False		0								[{'screen_name': 'convomfs', 'name': 'convomfs GA di pinned📌', 'id': '1284061445148209154'}]				
1604617804585373696	1604617804585373696	2022-12-18 23:21:11 UTC	2022-12-18	23:21:11	+0000	217782816	tegar_an	Tegar Arief Nugroho		dino iki kiro2 ono sing kerinan mangkat nyambut gawe ora yo mergo delok final pildun?	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/tegar_AN/status/1604617804585373696	False		0								[]				
1604617792929820672	1604617792929820672	2022-12-18 23:21:08 UTC	2022-12-18	23:21:08	+0000	1073945222281756672	memmadee	rizz		lucu bgt dah grup angkatan ngomongin final pildun semalem	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/memmadee/status/1604617792929820672	False		0								[]				
1604617638071894016	1604617638071894016	2022-12-18 23:20:31 UTC	2022-12-18	23:20:31	+0000	1253754511472001024	aylopyuo	ٌ		*final pildun	eu	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/aylopyuo/status/1604617638071894016	False	https://twitter.com/aylopyuo/status/1604617568731336704	0								[]				
1604617532832305152	1604617532832305152	2022-12-18 23:20:06 UTC	2022-12-18	23:20:06	+0000	253045186	jeffbezos_99	Jeff		Final pildun paling seru ya menurut ku tahun ini sih dan berujung adu pinalti 😆	in	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/jeffbezos_99/status/1604617532832305152	False		0								[]				
1604616768269467649	1604616768269467649	2022-12-18 23:17:04 UTC	2022-12-18	23:17:04	+0000	1331534988861448193	aissjah	aisyah		final pildun pas bocah2 lg pada ppm, jaya dan makmur memang	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/aissjah/status/1604616768269467649	False		0								[]				
1604616603340939264	1604616603340939264	2022-12-18 23:16:25 UTC	2022-12-18	23:16:25	+0000	1233140671	alfrieds	Panikisulut		"tiba2 yg ga oernah nnton bola,ga bgerti bola... updatenya Final Pildun,isinya ""ayo mbappe,ayo messi""  pas di chek,ternyata ngarti kagak.. yg penting judiny aja 😂😂😂😂"	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/alfrieds/status/1604616603340939264	False		0								[]				
1604616351875989505	1604616351875989505	2022-12-18 23:15:25 UTC	2022-12-18	23:15:25	+0000	1079581356017909760	sptnfzn_	najooooooo		gokil hype demam bola pildun semalem, se pecah itu pildun 2022 dari yang gak suka bola sampe suka dan disuguhkan dengan pertandingan yang berkelas. match final pildun terseru, btw congrats buat Argentina👊🤩	in	[]	[]	[]	3	0	0	[]	[]	https://twitter.com/sptnfzn_/status/1604616351875989505	False		0								[]				
1604616290240696320	1604616290240696320	2022-12-18 23:15:10 UTC	2022-12-18	23:15:10	+0000	1263591158	overcontrolneed	ApaKamuLiat2?		Nonton Final Pildun kmrn smpe 2-0 trs ketiduran. Ya udahlah ya pasti menang Argentina. Bangun lg, posisi lg extra time. Ktiduran lg, bangun pas 3-2. Dah yakin Argentina menang lah. Eh pagi2 tnyata 3-3 trs Argentina menangnya lewat tendangan penalti🤣. Haduh. Psti sengit nih kmrn	in	[]	[]	[]	1	0	20	[]	[]	https://twitter.com/overcontrolneed/status/1604616290240696320	False		0								[]				
1604616270673870848	1604616270673870848	2022-12-18 23:15:05 UTC	2022-12-18	23:15:05	+0000	4875390783	humaspemkotbkl	MediaCenter_KotaBengkulu		*_Nobar Final Pildun Tumpah Ruah di Alun-alun Berendo, Walikota Bahagia_*  Baca selengkapnya di...  https://t.co/zUe1XoqhmF  #FIFAWorldCup  #ArgentinaVsFrance  #WorldCupFinal  #Qatar2022  #Mbappe  #Messi𓃵  https://t.co/GFkIfY1hmI	in	[]	['https://mediacenter.bengkulukota.go.id/nobar-final-pildun-tumpah-ruah-di-alun-alun-berendo-walikota-bahagia/']	['https://pbs.twimg.com/media/FkS9-vvVQAAEjDd.jpg', 'https://pbs.twimg.com/media/FkS9_DVUoAEX9de.jpg', 'https://pbs.twimg.com/media/FkS9_UEVsAEIgo4.jpg', 'https://pbs.twimg.com/media/FkS9_nxVsAAI4E0.jpg']	0	0	2	['fifaworldcup', 'argentinavsfrance', 'worldcupfinal', 'qatar2022', 'mbappe', 'messi𓃵']	[]	https://twitter.com/humaspemkotbkl/status/1604616270673870848	False		1	https://pbs.twimg.com/media/FkS9-vvVQAAEjDd.jpg							[]				
1604616120211644416	1604522956645814272	2022-12-18 23:14:30 UTC	2022-12-18	23:14:30	+0000	1545320260508651521	honglah_	notfound		@cakestroberiiii final pildun tadi malemm 😊😊	et	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/honglah_/status/1604616120211644416	False		0								[{'screen_name': 'cakestroberiiii', 'name': 'rambutnenek', 'id': '1261056535838339074'}]				
1604615098735398912	1604615098735398912	2022-12-18 23:10:26 UTC	2022-12-18	23:10:26	+0000	1336234880011624450	rachmaabdillah	Rachma Abdillah		Nonton final pildun rasanya seperti naik roller coaster 🤣🤣🤣  https://t.co/MaoUZJJXlR	in	[]	[]	['https://pbs.twimg.com/media/FkS87OPaAAAISwd.jpg']	0	0	2	[]	[]	https://twitter.com/RachmaAbdillah/status/1604615098735398912	False		1	https://pbs.twimg.com/media/FkS87OPaAAAISwd.jpg							[]				
1604614841305399297	1604614841305399297	2022-12-18 23:09:25 UTC	2022-12-18	23:09:25	+0000	122678369	jnessy_	𝙅𝙤.𝙣𝙖𝙥		ditengah2 hiruk pikuk final pildun, twitter mengimplementasikan peraturan baru yg isinya melarang user menulis link apapun dari platform media sosial lain, 2 platform medsos terbesar yg termasuk adalah FB dan IG	in	[]	[]	[]	2	2	0	[]	[]	https://twitter.com/jnessy_/status/1604614841305399297	False		0								[]				
1604614497104060416	1604614497104060416	2022-12-18 23:08:03 UTC	2022-12-18	23:08:03	+0000	1270597791052468224	alanisibr	cer		kyknya final pildun gua doang yg tidur	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/alanisibr/status/1604614497104060416	False		0								[]				
1604614319206936576	1604611325820252161	2022-12-18 23:07:20 UTC	2022-12-18	23:07:20	+0000	1485888100534751232	gemblun32975785	Gemblung		@idextratime Hilang dari hingar bingar final pildun	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Gemblun32975785/status/1604614319206936576	False		0								[{'screen_name': 'idextratime', 'name': 'Extra Time Indonesia', 'id': '1222927522033094656'}]				
1604613323109998593	1604608455100153857	2022-12-18 23:03:23 UTC	2022-12-18	23:03:23	+0000	1145605396595269633	graveltrapp	Ang 🎸		"@kdrama_menfess Woow kirain bakal agak turun rating nya gara"" final pildun, ternyata masih naik 👏👏"	in	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/graveltrapp/status/1604613323109998593	False		0								[{'screen_name': 'kdrama_menfess', 'name': 'K-Drama Menfess', 'id': '1012588105591713793'}]				
1604612370219008001	1604612370219008001	2022-12-18 22:59:35 UTC	2022-12-18	22:59:35	+0000	1546189638112780288	kemalpashajr	k		final bukan sembarang final pildun ‘22	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/kemalpashajr/status/1604612370219008001	False		0								[]				
1604612298173480961	1604612298173480961	2022-12-18 22:59:18 UTC	2022-12-18	22:59:18	+0000	1123948339140153345	_fakelord	lord		yeah nobar final pildun bareng temen-temen pasti seru, gokil, and stuffs  but i think it's nothing more important than to give myself a bit reward by going to sleep early at around 21.00 last	en	[]	[]	[]	4	0	2	[]	[]	https://twitter.com/_fakelord/status/1604612298173480961	False		0								[]				
1604612209103233027	1604612209103233027	2022-12-18 22:58:57 UTC	2022-12-18	22:58:57	+0000	1169761096355368961	_______crv	RV tree hugger era🪸		FIFA world cup 2022 review:  Pildun tahun ini hype-nya di akhir, slow burn but it puts us on the edge. Final semalem bikin semua gigit jari, made everyone feels like in a roller coaster of emotions.   Messi gocek parah, did everything in his power to win, as he did. 8.7/10 dr gue	en	[]	[]	[]	1	2	6	[]	[]	https://twitter.com/_______crv/status/1604612209103233027	False		0								[]				
1604611937257787392	1604611937257787392	2022-12-18 22:57:52 UTC	2022-12-18	22:57:52	+0000	853213013549039617	wintarto5	Wintarto		Semalam nonton final pildun berdua sama anakku cewek..yang bikin seneng adalah dia tau soal offside😍	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Wintarto5/status/1604611937257787392	False		0								[]				
1604611696001417216	1604611696001417216	2022-12-18 22:56:55 UTC	2022-12-18	22:56:55	+0000	272202951	cindynese	cau		Tyun lucu banget di Weverse pas nonton Final Pildun istg	tl	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/cindynese/status/1604611696001417216	False		0								[]				
1604611680016617473	1604611680016617473	2022-12-18 22:56:51 UTC	2022-12-18	22:56:51	+0000	1120351874475913216	ya_fatma18	dek!		Opo yo enek rekake ngancani ibuk nonton final pildun urung mulai wes ngorok, tangi2 tv ne mbledos	in	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/ya_fatma18/status/1604611680016617473	False		0								[]				
1604611592850509824	1604611592850509824	2022-12-18 22:56:30 UTC	2022-12-18	22:56:30	+0000	1324880158499614720	tegarn19	sendalhitam		Ketika final pildun hanya 4 tahun sekali, dan anda malah ketiduran. HEYYYYY!	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/tegarn19/status/1604611592850509824	False		0								[]				
1604611225547001857	1604611225547001857	2022-12-18 22:55:03 UTC	2022-12-18	22:55:03	+0000	1547995105910333443	unusualpink16	-		udah gua bilang pildun tahun ini PLOTWIST. Arg gugur dulu di awal, taunya naik final kan??? emang segala sesuatu pasti pake strategi!!😎	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/unusualpink16/status/1604611225547001857	False		0								[]				
1604611013458157568	1604611013458157568	2022-12-18 22:54:12 UTC	2022-12-18	22:54:12	+0000	1847733343	fzmaulana	Confused Rowlet 🍃☁️		baru ngikutin pildun bener pas final, langsung nobar, langsung disuguhi pertandingan paling dramatis 😭👏🏼 makasi ya @ruriang udah ngajakin.	in	[{'screen_name': 'ruriang', 'name': 'ruri', 'id': '247959415'}]	[]	[]	1	0	0	[]	[]	https://twitter.com/fzmaulana/status/1604611013458157568	False		0								[]				
1604610961238765569	1604610961238765569	2022-12-18 22:54:00 UTC	2022-12-18	22:54:00	+0000	265189362	wellyaters	quizhunter		Final pildun terbaik yg selama ini gw nonton sejak Brasil vs Jerman 2002 s.d skrg. Harus di akui memang Messi GOAT no debate, walaupun gw fans berat CR7.	in	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Wellyaters/status/1604610961238765569	False		0								[]				
